index  confidence   rules
 347   1.000        ['bridge:structure', 'name:zh', 'name:zh-Hant']=>['name:zh-Hans']
 348   1.000        ['bridge:structure', 'name:zh-Hans', 'name:zh']=>['name:zh-Hant']
 349   1.000        ['bridge:structure', 'name:zh-Hans', 'name:zh-Hant']=>['name:zh']
 350   1.000        ['name:zh-Hans', 'name:zh', 'name:zh-Hant']=>['bridge:structure']
 351   1.000        ['bridge:structure', 'name:zh-Hans']=>['name:zh', 'name:zh-Hant']
 352   1.000        ['bridge:structure', 'name:zh-Hant']=>['name:zh-Hans', 'name:zh']
 353   1.000        ['name:zh-Hans', 'name:zh-Hant']=>['bridge:structure', 'name:zh']
 354   1.000        ['name:zh-Hans', 'name:zh']=>['bridge:structure', 'name:zh-Hant']
 355   1.000        ['name:zh', 'name:zh-Hant']=>['bridge:structure', 'name:zh-Hans']
 356   1.000        ['bridge:structure', 'name:zh']=>['name:zh-Hans', 'name:zh-Hant']
 357   1.000        ['bridge:structure']=>['name:zh-Hans', 'name:zh', 'name:zh-Hant']
 358   1.000        ['name:zh-Hant']=>['bridge:structure', 'name:zh-Hans', 'name:zh']
 359   1.000        ['name:zh-Hans']=>['bridge:structure', 'name:zh', 'name:zh-Hant']
 360   1.000        ['name:zh']=>['bridge:structure', 'name:zh-Hans', 'name:zh-Hant']
 361   1.000        ['bridge', 'name', 'name:zh']=>['name:zh-Hans']
 362   1.000        ['name:zh-Hans', 'name:zh', 'bridge']=>['name']
 363   1.000        ['name:zh-Hans', 'name', 'bridge']=>['name:zh']
 364   1.000        ['name:zh-Hans', 'name', 'name:zh']=>['bridge']
 365   1.000        ['bridge', 'name']=>['name:zh-Hans', 'name:zh']
 366   1.000        ['name:zh-Hans', 'name']=>['bridge', 'name:zh']
 367   1.000        ['name:zh-Hans', 'bridge']=>['name', 'name:zh']
 368   1.000        ['name', 'name:zh']=>['name:zh-Hans', 'bridge']
 369   1.000        ['name:zh-Hans', 'name:zh']=>['bridge', 'name']
 370   1.000        ['bridge', 'name:zh']=>['name:zh-Hans', 'name']
 371   1.000        ['name:zh-Hans']=>['bridge', 'name', 'name:zh']
 372   1.000        ['bridge']=>['name:zh-Hans', 'name', 'name:zh']
 373   1.000        ['name:zh']=>['name:zh-Hans', 'name', 'bridge']
 374   1.000        ['bridge', 'layer', 'name:zh-Hant']=>['name:zh-Hans']
 375   1.000        ['name:zh-Hans', 'layer', 'bridge']=>['name:zh-Hant']
 376   1.000        ['name:zh-Hans', 'layer', 'name:zh-Hant']=>['bridge']
 377   1.000        ['name:zh-Hans', 'layer']=>['bridge', 'name:zh-Hant']
 378   1.000        ['layer', 'name:zh-Hant']=>['name:zh-Hans', 'bridge']
 379   1.000        ['bridge', 'layer']=>['name:zh-Hans', 'name:zh-Hant']
 380   1.000        ['layer']=>['name:zh-Hans', 'bridge', 'name:zh-Hant']
 381   1.000        ['bridge:structure', 'bridge', 'name']=>['name:zh-Hant']
 382   1.000        ['bridge:structure', 'bridge', 'name:zh-Hant']=>['name']
 383   1.000        ['bridge', 'name', 'name:zh-Hant']=>['bridge:structure']
 384   1.000        ['bridge:structure', 'name', 'name:zh-Hant']=>['bridge']
 385   1.000        ['bridge:structure', 'name']=>['bridge', 'name:zh-Hant']
 386   1.000        ['bridge:structure', 'bridge']=>['name', 'name:zh-Hant']
 387   1.000        ['bridge:structure', 'name:zh-Hant']=>['bridge', 'name']
 388   1.000        ['bridge', 'name']=>['bridge:structure', 'name:zh-Hant']
 389   1.000        ['name', 'name:zh-Hant']=>['bridge:structure', 'bridge']
 390   1.000        ['bridge', 'name:zh-Hant']=>['bridge:structure', 'name']
 391   1.000        ['bridge']=>['bridge:structure', 'name', 'name:zh-Hant']
 392   1.000        ['bridge:structure']=>['bridge', 'name', 'name:zh-Hant']
 393   1.000        ['name:zh-Hant']=>['bridge:structure', 'bridge', 'name']
 394   1.000        ['layer', 'name:zh', 'name:zh-Hant']=>['name:zh-Hans']
 395   1.000        ['name:zh-Hans', 'layer', 'name:zh']=>['name:zh-Hant']
 396   1.000        ['name:zh-Hans', 'layer', 'name:zh-Hant']=>['name:zh']
 397   1.000        ['name:zh-Hans', 'layer']=>['name:zh', 'name:zh-Hant']
 398   1.000        ['layer', 'name:zh-Hant']=>['name:zh-Hans', 'name:zh']
 399   1.000        ['layer', 'name:zh']=>['name:zh-Hans', 'name:zh-Hant']
 400   1.000        ['layer']=>['name:zh-Hans', 'name:zh', 'name:zh-Hant']
 401   1.000        ['bridge:structure', 'bridge', 'name:zh']=>['name:zh-Hans']
 402   1.000        ['bridge:structure', 'name:zh-Hans', 'bridge']=>['name:zh']
